sentence_text,sentence_start,file_id,KAYCEE,KAYCEE_annotation,KATHLEEN,KATHLEEN_annotation,LIZ,LIZ_annotation
"Some patients have difficulty forming new memories while getting ECT which, once ECT is stopped, should resolve 

 
Memory difficulty for the period surrounding the treatment is to be expected 

 ",5620,24000641,,,,,,
"All patients experience some degree of permanent loss of memories around the time of treatment, although many of those lost memories may return 

 ",5819,24000641,,,,,,
"A small percentage (1/200) of patients report severe problems in memory that persist 

 ",5968,24000641,,,,,,
"Although rare, there is a very small chance that some of the procedure may be recalled after the treatment 

 ",6058,24000641,,,,,,
"Myocardial infarct (heart attack) or stroke are rare 

 ",6170,24000641,,,,,,
"Dislocations or bone fractures are extremely rare 

 ",6228,24000641,,,,,,
"Risk of damage to fragile teeth 


5)",6283,24000641,,,,,,
"The reasonable alternatives, including major risks, benefits, and/or side effects, have been explained to me in a manner I understand.",6321,24000641,,,,,,
"These include: 
Alternatives (choose all applicable):",6456,24000641,,,,,,
"Major Risks, Benefits, and Side Effects of Each Alternative: 
 Not undergo procedure listed above Possible progression of disease, no improvements in symptoms or condition, possible death.",6510,24000641,,,,,,
Benefits include not incurring risks associated with the above.,6699,24000641,,,,,,
Medication A non-invasive method that may not effectively treat the psychiatric condition with possible 6-8 weeks to achieve the desired outcome and with potential side effects such as orthostatic hypotension and cardiac arrhythmias.,6765,24000641,,,,,,
Benefits include not incurring risks associated with the procedure.,6999,24000641,,,,,,
A non-invasive method which is most effective when paired with medication over time and may not Psychotherapy effectively treat the severe psychiatric condition.,7068,24000641,,,,,,
Benefits include not incurring risks associated with the procedure.,7231,24000641,,,,,,
6),7300,24000641,,,,,,
"During the procedure, the provider may become aware of conditions which were not apparent before the start of the procedure.",7303,24000641,,,,,,
"I consent to additional or different operations or procedures the provider considers necessary or appropriate to diagnose, treat, or cure such conditions.",7428,24000641,['A'],"I consent to additional or different operations or procedures the provider considers necessary or appropriate to diagnose, treat, or cure such conditions.",,,['A'],"I consent to additional or different operations or procedures the provider considers necessary or appropriate to diagnose, treat, or cure such conditions."
7),7584,24000641,,,,,,
"Due to the risk of confusion and memory loss, it is important to avoid driving and making important personal or business decisions during the ECT course.",7587,24000641,,,,,,
"After the acute treatment course, there will be a convalescence period of approximately 1 to 3 weeks.",7741,24000641,,,,,,
"During this period, it is important to continue refraining from these activities until advised otherwise by the treating physician.",7843,24000641,,,,,,
"DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES 
Patient Identification Information 
Consent for ElectroConvulsive Therapy",7977,24000641,,,,,,
"(ECT) Page 2 of 2 
8)",8101,24000641,,,,,,
By signing below,8123,24000641,,,,,['A'],8) By signing below I agree:
I agree:,8140,24000641,,,,,,
 ,8150,24000641,,,,,,
That a provider has explained and answered all of my questions related to ECT.,8153,24000641,,,,,,
 ,8234,24000641,,,,,,
"If I have further questions, I have the right to have those questions answered.",8237,24000641,,,,,,
 ,8319,24000641,,,,,,
"That no guarantees were made concerning the outcome, as the practice of medicine and psychiatry is not an exact science.",8322,24000641,,,,,,
 ,8445,24000641,,,,,,
To have ECT.,8448,24000641,['A'],To have ECT.,,,['A'],To have ECT.
 ,8463,24000641,,,,,,
That I have identified to a provider any restrictions on the sharing of information learned from the ECT.,8466,24000641,,,,,,
 ,8574,24000641,,,,,,
I have not given up my right to refuse treatment at any time.,8577,24000641,,,,,,
 ,8641,24000641,,,,,,
That I am entitled to a signed copy of this consent form.,8644,24000641,,,,,,
"For the following statement, if the patient does not agree, cross it out with a single line.",8705,24000641,,,,,['C'],"For the following statement, if the patient does not agree, cross it out with a single line. The patient and provider shall initial, date and time the cross-out:"
"The patient and provider shall initial, date and time the cross-out: 
 To allow observers or technical advisors to be present during the ECT treatment.",8798,24000641,['A'],To allow observers or technical advisors to be present during the ECT treatment.,['B'],To allow observers or technical advisors to be present during the ECT treatment.,['A'],To allow observers or technical advisors to be present during the ECT treatment.
Patient Signature Date,8952,24000641,,,,,,
*,8976,24000641,,,,,,
"*****IF THE PATIENT IS UNABLE TO CONSENT, THE FOLLOWING SECTION ON SURROGATE DECISION MAKER MUST BE COMPLETED",8977,24000641,,,,,,
*,9086,24000641,,,,,,
*****,9087,24000641,,,,,,
PATIENT IS UNABLE TO CONSENT BECAUSE:,9093,24000641,,,,,,
Patient is a minor not legally able to consent,9133,24000641,,,,,,
Patient lacks,9181,24000641,,,,,,
capacity (requires attending of record to coordinate documentation of incapacity in the medical record per Johns Hopkins informed consent policy),9195,24000641,,,,,,
Other (describe),9342,24000641,,,,,,
": 
Health Care Agent (HCA)/Surrogate: 
Printed Name Signature",9358,24000641,,,,,,
(N/A if Telephone Consent),9426,24000641,,,,,,
Date PRIMARY HEALTH CARE DECISION-MAKER (check category 1 or 2):,9453,24000641,,,,,,
1.,9522,24000641,,,,,,
"Health Care Agent (HCA) - per Advance Directive 
2.",9525,24000641,,,,,,
Surrogates when a Health Care Agent is not identified (in priority order):,9577,24000641,,,,,,
Legally Appointed Guardian,9653,24000641,,,,,,
Spouse/domestic partner,9683,24000641,,,,,,
Adult child,9708,24000641,,,,,,
Parent,9721,24000641,,,,,,
Adult sibling,9729,24000641,,,,,,
Friend or other relative with affidavit.,9744,24000641,,,,,,
"IF A HCA OR PRIMARY SURROGATE DECISION MAKER IS UNAVAILABLE FOR THIS CONSENT, AN ALTERNATE SURROGATE MAY CONSENT.",9786,24000641,,,,,,
INDICATE REASON FOR USE OF ALTERNATE SURROGATE.,9900,24000641,,,,,,
The HCA/primary surrogate decision maker: (check all that apply),9948,24000641,,,,,,
Could not be reached to provide consent Did not respond to requests for assistance with obtaining consent Was incapacitated,10015,24000641,,,,,,
Was unwilling to make decisions Other (describe):,10142,24000641,,,,,,
*,10194,24000641,,,,,,
************************************END SURROGATE DECISION MAKER SECTION,10195,24000641,,,,,,
*,10267,24000641,,,,,,
************************************,10268,24000641,,,,,,
_,10306,24000641,,,,,,
_,10307,24000641,,,,,,
_,10308,24000641,,,,,,
_,10309,24000641,,,,,,
______________________________________________________,10310,24000641,,,,,,
_,10366,24000641,,,,,,
_,10367,24000641,,,,,,
_,10368,24000641,,,,,,
_________________,10369,24000641,,,,,,
_,10388,24000641,,,,,,
_,10389,24000641,,,,,,
_,10390,24000641,,,,,,
______________,10391,24000641,,,,,,
_,10407,24000641,,,,,,
_,10408,24000641,,,,,,
_,10409,24000641,,,,,,
_____________,10410,24000641,,,,,,
"_ 
Signature (full name) of Provider Obtaining Consent",10423,24000641,,,,,,
Title,10480,24000641,,,,,,
"Date Time 
Print Provider First Name:",10487,24000641,,,,,,
_,10527,24000641,,,,,,
_,10528,24000641,,,,,,
_,10529,24000641,,,,,,
_,10530,24000641,,,,,,
___________________,10531,24000641,,,,,,
Last Name:,10552,24000641,,,,,,
_,10563,24000641,,,,,,
_,10564,24000641,,,,,,
_,10565,24000641,,,,,,
_,10566,24000641,,,,,,
________________________,10567,24000641,,,,,,
ID No.,10593,24000641,,,,,,
_,10601,24000641,,,,,,
_,10602,24000641,,,,,,
_,10603,24000641,,,,,,
________________________,10604,24000641,,,,,,
_,10631,24000641,,,,,,
_,10632,24000641,,,,,,
_,10633,24000641,,,,,,
_______________________________________________________,10634,24000641,,,,,,
_,10691,24000641,,,,,,
_,10692,24000641,,,,,,
_,10693,24000641,,,,,,
_________________,10694,24000641,,,,,,
_,10713,24000641,,,,,,
_,10714,24000641,,,,,,
_,10715,24000641,,,,,,
______________,10716,24000641,,,,,,
_,10732,24000641,,,,,,
_,10733,24000641,,,,,,
_,10734,24000641,,,,,,
______________,10735,24000641,,,,,,
Witness Signature (Relationship/Title),10752,24000641,,,,,,
Date Time,10794,24000641,,,,,,
Telephone Consent,10809,24000641,,,,,,
"(for telephone consent, witness must be Physician, Nurse, Advance Practice Nurse, PA, or Clinical Technologist)",10828,24000641,,,,,,
Interpreter ,10940,24000641,,,,,,
s Printed Name Remotely,10952,24000641,,,,,,
"In-person Interpreter Signature (if in person) Date Time 

DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES 
Patient Identification Information 
Consent for ElectroConvulsive Therapy",10978,24000641,,,,,,
"(ECT) Page 2 of 2 
8)",11161,24000641,,,,,,
By signing below,11183,24000641,,,,,['A'],8) By signing below I agree:
I agree:,11200,24000641,,,,,,
